"Run","Run ID","metric","step","timestamp","value"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","33","1749944147864","0.8206244111061096"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","34","1749944301843","0.824312686920166"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","35","1749944460234","0.8249273300170898"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","36","1749944747695","0.8269119262695312"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","37","1749944992727","0.8292165994644165"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","38","1749945225676","0.8311259746551514"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","39","1749945436020","0.8319549560546875"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","40","1749945655898","0.8333203196525574"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","41","1749945788620","0.833619236946106"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","42","1749946020983","0.8351246118545532"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","43","1749946227789","0.8364384770393372"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","44","1749946388799","0.8364691734313965"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","45","1749946554071","0.836432695388794"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","46","1749946715104","0.8377032279968262"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","47","1749946875266","0.8377081155776978"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","48","1749947018779","0.8381919860839844"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","49","1749947155644","0.8394298553466797"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","50","1749947297228","0.8392006754875183"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","51","1749947468639","0.8396319150924683"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","52","1749947638523","0.8398783206939697"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","53","1749947810486","0.8400387763977051"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","54","1749947983830","0.8400285243988037"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","55","1749948160143","0.8402982950210571"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","56","1749948335227","0.8402734994888306"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","57","1749948492276","0.8407163023948669"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","58","1749948642462","0.8406863212585449"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","59","1749948797429","0.8411680459976196"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","60","1749948954015","0.840806245803833"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","61","1749949137110","0.8408327102661133"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","62","1749949309699","0.8410347104072571"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","63","1749949496098","0.8412771224975586"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","64","1749949682942","0.8410642147064209"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","65","1749949871868","0.8411614298820496"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","66","1749950057400","0.8413628339767456"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","67","1749950248591","0.8413069248199463"
"garimpos_teste1","ecfa9e3e0e5e426e80e4b49b3e8b3752","iou","68","1749950441992","0.8415960073471069"
